Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,log_rtn,ma14,rsi14,ma50,rsi50,ma200,rsi200,vol_1d_change,vol_1d_change_ma10,1d_future_log_rtn,log_rtn_lag_0,log_rtn_lag_1,log_rtn_lag_2,log_rtn_lag_3,log_rtn_lag_4,log_rtn_lag_5,log_rtn_lag_6,log_rtn_lag_7,log_rtn_lag_8,log_rtn_lag_9,log_rtn_lag_10,log_rtn_lag_11,log_rtn_lag_12,log_rtn_lag_13,log_rtn_lag_14,month,month_sin,month_cos,1d_future_month,1d_future_month_sin,1d_future_month_cos
2000-01-03,72.75,72.75,68.69,69.87,980800.0,0.0,1.0,30.954975115688,30.954975115688,29.227453480366,29.729541049253,1471200.0,,,,,,,,,,-0.04283967678117076,,,,,,,,,,,,,,,,1,0.49999999999999994,0.8660254037844387,1.0,0.49999999999999994,0.8660254037844387
2000-01-04,68.31,68.5,65.88,66.94,1047400.0,0.0,1.0,29.065764263267,29.146608871816,28.031804269712,28.482832085831,1571100.0,-0.04283967678117076,,,,,,,0.06569761666344032,,-0.007497411038111982,-0.04283967678117076,,,,,,,,,,,,,,,1,0.49999999999999994,0.8660254037844387,1.0,0.49999999999999994,0.8660254037844387
2000-01-05,67.13,67.44,65.5,66.44,745667.0,0.0,1.0,28.56367669438,28.695581055698,27.870115052613,28.270083115963,1118500.5,-0.007497411038111982,,,,,,,-0.33978706199619857,,0.02687814931999145,-0.007497411038111982,-0.04283967678117076,,,,,,,,,,,,,,1,0.49999999999999994,0.8660254037844387,1.0,0.49999999999999994,0.8660254037844387
2000-01-06,66.0,68.31,65.0,68.25,1189667.0,0.0,1.0,28.08286402248,29.065764263267,27.657366082746,29.040234386883,1784500.5,0.02687814931999145,,,,,,,0.4671495951633523,,-0.006467757369311389,0.02687814931999145,-0.007497411038111982,-0.04283967678117076,,,,,,,,,,,,,1,0.49999999999999994,0.8660254037844387,1.0,0.49999999999999994,0.8660254037844387
2000-01-07,68.0,69.0,66.81,67.81,565800.0,0.0,1.0,28.933859901949,29.359357841684,28.427517353665,28.8530152934,848700.0,-0.006467757369311389,,,,,,,-0.7431880561450741,,-0.026600492489288502,-0.006467757369311389,0.02687814931999145,-0.007497411038111982,-0.04283967678117076,,,,,,,,,,,,1,0.49999999999999994,0.8660254037844387,1.0,0.49999999999999994,0.8660254037844387
2000-01-10,67.63,68.0,65.31,66.03,616867.0,0.0,1.0,28.776425664247,28.933859901949,27.789270444063,28.095628960672,925300.5,-0.026600492489288502,,,,,,,0.0864127826444944,,-0.030289040025465803,-0.026600492489288502,-0.006467757369311389,0.02687814931999145,-0.007497411038111982,-0.04283967678117076,,,,,,,,,,,1,0.49999999999999994,0.8660254037844387,1.0,0.49999999999999994,0.8660254037844387
2000-01-11,65.75,66.0,63.63,64.06,561600.0,0.0,1.0,27.976489537546,28.08286402248,27.074433905309,27.257398019395,842400.0,-0.030289040025465803,,,,,,,-0.09386358880035979,,-0.0057925797977458095,-0.030289040025465803,-0.026600492489288502,-0.006467757369311389,0.02687814931999145,-0.007497411038111982,-0.04283967678117076,,,,,,,,,,1,0.49999999999999994,0.8660254037844387,1.0,0.49999999999999994,0.8660254037844387
2000-01-12,64.0,64.38,63.25,63.69,928867.0,0.0,1.0,27.231868143011,27.39355736011,26.91274468821,27.099963781693,1393300.5,-0.0057925797977458095,,,,,,,0.5031757111599757,,0.028022578257948957,-0.0057925797977458095,-0.030289040025465803,-0.026600492489288502,-0.006467757369311389,0.02687814931999145,-0.007497411038111982,-0.04283967678117076,,,,,,,,,1,0.49999999999999994,0.8660254037844387,1.0,0.49999999999999994,0.8660254037844387
2000-01-13,64.0,65.88,63.88,65.5,1129267.0,0.0,1.0,27.231868143011,28.031804269712,27.180808390243,27.870115052613,1693900.5,0.028022578257948957,,,,,,,0.19535846478936203,,0.01334566365060824,0.028022578257948957,-0.0057925797977458095,-0.030289040025465803,-0.026600492489288502,-0.006467757369311389,0.02687814931999145,-0.007497411038111982,-0.04283967678117076,,,,,,,,1,0.49999999999999994,0.8660254037844387,1.0,0.49999999999999994,0.8660254037844387
2000-01-14,65.94,67.06,65.63,66.38,1210267.0,0.0,1.0,28.057334146096,28.533891838599,27.925429784778,28.244553239579,1815400.5,0.01334566365060824,,,,,,,0.0692722467447801,,-0.02100853639616724,0.01334566365060824,0.028022578257948957,-0.0057925797977458095,-0.030289040025465803,-0.026600492489288502,-0.006467757369311389,0.02687814931999145,-0.007497411038111982,-0.04283967678117076,,,,,,,1,0.49999999999999994,0.8660254037844387,1.0,0.49999999999999994,0.8660254037844387
